"tract","Name","Teenage_Birth_Rate_women_only_rW_gF_p25"
36047007000,"Kings County, NY",0.0731
36047105801,"Kings County, NY",0.0731
34013021601,"Fairfield, NJ",0.0727
36081092900,"Queens County, NY",0.0727
36047057200,"Kings County, NY",0.0727
34013016000,"Glen Ridge, NJ",0.0726
36081058500,"Queens County, NY",0.0725
36059407501,"Uniondale, NY",0.0725
36081077908,"Queens County, NY",0.0725
36081074500,"Queens County, NY",0.0717
36047006600,"Kings County, NY",0.0716
34023003700,"Carteret, NJ",0.0715
36085018100,"Richmond County, NY",0.0713
36059517000,"Glen Cove, NY",0.0713
34027041602,"Morris Plains, NJ",0.0712
36081093402,"Queens County, NY",0.0711
36081023200,"Queens County, NY",0.0711
36047015000,"Kings County, NY",0.0711
34023002402,"Colonia, Woodbridge Township, NJ",0.0708
36047052600,"Kings County, NY",0.0707
36059407102,"Hempstead, NY",0.0706
36047007500,"Kings County, NY",0.0705
36047061004,"Kings County, NY",0.0705
36061023801,"Roosevelt Island, New York, NY",0.0705
36047033600,"Kings County, NY",0.0704
34023007500,"South Amboy, NJ",0.0704
34027040803,"Pine Brook, Montville, NJ",0.0703
36085017600,"Richmond County, NY",0.0703
36081161700,"Queens County, NY",0.0702
34027041702,"Lake Hiawatha, Parsippany-Troy Hills, NJ",0.0702
36085030302,"Richmond County, NY",0.0702
36047050202,"Kings County, NY",0.0702
34013016800,"Montclair, NJ",0.0701
36047051700,"Kings County, NY",0.0701
34023001415,"Edison, NJ",0.07
36059412301,"Rockville Centre, NY",0.0699
36061006600,"Midtown, New York, NY",0.0699
36005031400,"Bronx County, NY",0.0697
36059518800,"Syosset, NY",0.0696
36081000400,"Queens County, NY",0.0696
36085027702,"Richmond County, NY",0.0696
36005013800,"Bronx County, NY",0.0694
34039033000,"Union, NJ",0.0693
34003018100,"Fairview, NJ",0.0692
36047016100,"Kings County, NY",0.069
36005026400,"Bronx County, NY",0.0688
36081063900,"Queens County, NY",0.0688
34017004000,"West Side, Jersey City, NJ",0.0687
34027041802,"Parsippany, Parsippany-Troy Hills, NJ",0.0684
34017019300,"Hoboken, NJ",0.0682
36085013800,"Richmond County, NY",0.0682
36081051300,"Queens County, NY",0.0681
34023001413,"Edison, NJ",0.0679
36061028700,"Fort George, New York, NY",0.0677
36059302200,"Roslyn Heights, NY",0.0673
36047053700,"Kings County, NY",0.0673
36081077902,"Queens County, NY",0.0672
36059406201,"West Hempstead, NY",0.0669
36085017005,"Richmond County, NY",0.0667
36059409700,"North Wantagh, Wantagh, NY",0.0666
36047057500,"Kings County, NY",0.0666
34039032100,"Elizabeth, NJ",0.0664
36047044600,"Kings County, NY",0.0663
34017013100,"Kearny, NJ",0.0662
36047063200,"Kings County, NY",0.0662
36005025400,"Bronx County, NY",0.0662
36047150200,"Kings County, NY",0.0661
34003051100,"Rutherford, NJ",0.0661
36085027302,"Richmond County, NY",0.066
36059302900,"North New Hyde Park, NY",0.066
36059416802,"Long Beach, NY",0.0659
36047039200,"Kings County, NY",0.0656
34039037700,"Summit, NJ",0.0656
36085012100,"Richmond County, NY",0.0656
36085018901,"Richmond County, NY",0.0655
36047070600,"Kings County, NY",0.0655
36005040702,"Bronx County, NY",0.0655
36085019800,"Richmond County, NY",0.0653
34003057200,"Wallington, NJ",0.065
36047067200,"Kings County, NY",0.065
36047012801,"Kings County, NY",0.065
36085000800,"Richmond County, NY",0.0649
36047006700,"Kings County, NY",0.0648
36047024200,"Kings County, NY",0.0645
36081012500,"Queens County, NY",0.0644
36085013203,"Richmond County, NY",0.0644
36005030900,"Bronx County, NY",0.0642
36047010200,"Kings County, NY",0.0641
36085006700,"Richmond County, NY",0.064
34023003800,"Carteret, NJ",0.0639
36061019900,"Upper Manhattan, New York, NY",0.0638
36061027300,"Upper Manhattan, New York, NY",0.0637
34003019104,"Fort Lee, NJ",0.0636
34017019000,"Hoboken, NJ",0.0636
34039032901,"Union, NJ",0.0636
34003030400,"Lodi, NJ",0.0636
36059410900,"Valley Stream, NY",0.0634
34017019800,"Secaucus, NJ",0.0634
36061006700,"Lower Manhattan, New York, NY",0.0633
34017016600,"Union City, NJ",0.0632
34027041704,"Parsippany, Parsippany-Troy Hills, NJ",0.0631
34003031300,"Lyndhurst, NJ",0.0631
34027042500,"Florham Park, NJ",0.063
34023009000,"Avenel, Woodbridge Township, NJ",0.063
36005022404,"Bronx County, NY",0.0629
34017006400,"Downtown Jersey City, Jersey City, NJ",0.0628
36081062500,"Queens County, NY",0.0628
36047024800,"Kings County, NY",0.0628
36085018702,"Richmond County, NY",0.0627
36047039600,"Kings County, NY",0.0626
36081002000,"Queens County, NY",0.0626
34035052002,"North Plainfield, NJ",0.0624
34013013600,"Nutley, NJ",0.0624
36081010300,"Queens County, NY",0.062
36059412200,"East Rockaway, NY",0.0618
34039034200,"Roselle, NJ",0.0618
36047101200,"Kings County, NY",0.0617
34039033800,"Roselle Park, NJ",0.0617
36047023000,"Kings County, NY",0.0615
36085014606,"Richmond County, NY",0.0614
36061026500,"Hudson Heights, New York, NY",0.0614
36059301700,"Manhasset, NY",0.0609
36047049400,"Kings County, NY",0.0607
34031124500,"Clifton, NJ",0.0604
36085013302,"Richmond County, NY",0.0604
34017012900,"Kearny, NJ",0.0603
36081074300,"Queens County, NY",0.0602
36081010500,"Queens County, NY",0.0602
36047000301,"Kings County, NY",0.0602
36059518502,"Jericho, NY",0.0601
36059519300,"Hicksville, Hicksville, NY",0.0599
36081058700,"Queens County, NY",0.0599
36081011000,"Queens County, NY",0.0597
34023001414,"Edison, NJ",0.0596
34031223801,"Totowa, NJ",0.0593
34017014000,"North Bergen, NJ",0.0593
36061018300,"Upper West Side, New York, NY",0.0592
36059302300,"Albertson, NY",0.0591
36047023200,"Kings County, NY",0.0591
36081124100,"Queens County, NY",0.059
36047065600,"Kings County, NY",0.0589
36047026800,"Kings County, NY",0.0589
36085024402,"Richmond County, NY",0.0588
36081058100,"Queens County, NY",0.0588
36047077200,"Kings County, NY",0.0587
34013013700,"Nutley, NJ",0.0587
36085003600,"Richmond County, NY",0.0585
36081105900,"Queens County, NY",0.0585
36081026700,"Queens County, NY",0.0584
34031246300,"Wayne, NJ",0.0584
34017012500,"Kearny, NJ",0.0584
34023002302,"Colonia, Woodbridge Township, NJ",0.0581
34035052001,"North Plainfield, NJ",0.058
36047009400,"Kings County, NY",0.0579
36059408400,"Merrick, NY",0.0577
36081021600,"Queens County, NY",0.0576
36047042200,"Kings County, NY",0.0575
34039032902,"Union, NJ",0.0573
34013019700,"Maplewood, NJ",0.0572
36081011300,"Queens County, NY",0.057
36061015400,"Upper East Side, New York, NY",0.057
34017014800,"North Bergen, NJ",0.0569
36085012804,"Richmond County, NY",0.0565
36047016000,"Kings County, NY",0.0565
36047062800,"Kings County, NY",0.0563
36061000800,"Lower Manhattan, New York, NY",0.0562
36081001000,"Queens County, NY",0.0561
34017013500,"Harrison, NJ",0.0561
36059415101,"Merrick, NY",0.056
34003006300,"Cliffside Park, NJ",0.0559
36085002002,"Richmond County, NY",0.0557
36005015200,"Bronx County, NY",0.0557
36047048800,"Kings County, NY",0.0557
36081073900,"Queens County, NY",0.0557
36081063302,"Queens County, NY",0.0556
36081122702,"Queens County, NY",0.0555
36005022800,"Bronx County, NY",0.0554
36059409000,"Levittown, NY",0.0553
34039031000,"Elizabeth, NJ",0.0553
36081009700,"Queens County, NY",0.0551
36059413500,"Baldwin, NY",0.0549
36061016900,"Upper West Side, New York, NY",0.0547
36047053400,"Kings County, NY",0.0547
36061013100,"Midtown, New York, NY",0.0543
36081092800,"Queens County, NY",0.0542
34023003002,"Woodbridge, Woodbridge Township, NJ",0.0541
36047011400,"Kings County, NY",0.0539
36047036001,"Kings County, NY",0.0537
36005029500,"Bronx County, NY",0.0537
36085001100,"Richmond County, NY",0.0536
36047065800,"Kings County, NY",0.0536
36059405800,"Garden City, NY",0.0535
36059404300,"Bellerose Terrace, Floral Park, NY",0.0535
36047058000,"Kings County, NY",0.0533
36005026601,"Bronx County, NY",0.0533
36081047900,"Queens County, NY",0.0532
36059413600,"Baldwin, NY",0.0531
34017012800,"Kearny, NJ",0.0528
36081077907,"Queens County, NY",0.0527
34017010100,"Bayonne, NJ",0.0527
36047049000,"Kings County, NY",0.0527
34017002900,"McGinley Square, Jersey City, NJ",0.0525
36047028600,"Kings County, NY",0.0525
36005028800,"Bronx County, NY",0.0524
36047042800,"Kings County, NY",0.0524
34039037000,"Cranford, NJ",0.0524
36047054500,"Kings County, NY",0.0522
34017013000,"Kearny, NJ",0.0522
36061007800,"Midtown, New York, NY",0.0522
34023008900,"Edison, NJ",0.0521
34013014200,"Belleville, NJ",0.0521
36047026200,"Kings County, NY",0.052
34023002603,"Iselin, Woodbridge Township, NJ",0.0519
34039032600,"Union, NJ",0.0518
36081139900,"Queens County, NY",0.0518
36081015900,"Queens County, NY",0.0517
36047043800,"Kings County, NY",0.0516
36047045600,"Kings County, NY",0.0515
36061015100,"Lincoln Square, New York, NY",0.0515
36081013600,"Queens County, NY",0.0514
36081049302,"Queens County, NY",0.0513
36085002001,"Richmond County, NY",0.0512
36081069300,"Queens County, NY",0.0512
36005033000,"Bronx County, NY",0.051
36081115700,"Queens County, NY",0.0509
36059414301,"Freeport, NY",0.0508
34027041604,"Morris Plains, NJ",0.0508
34023001502,"Edison, NJ",0.0508
36047105804,"Kings County, NY",0.0508
34023003201,"Woodbridge Township, NJ",0.0506
36061004100,"Lower Manhattan, New York, NY",0.0505
36081089200,"Queens County, NY",0.0503
34039038500,"Scotch Plains, NJ",0.0502
36047040400,"Kings County, NY",0.0502
34023001701,"Edison, NJ",0.0501
36047057800,"Kings County, NY",0.0501
34031124311,"Montclair, NJ",0.0498
36047015200,"Kings County, NY",0.0498
36047054800,"Kings County, NY",0.0497
36061016100,"Upper West Side, New York, NY",0.0497
34013017301,"West Orange, NJ",0.0497
36047043400,"Kings County, NY",0.0496
36081008600,"Queens County, NY",0.0496
36081116300,"Queens County, NY",0.0495
36047021600,"Kings County, NY",0.0493
34017011100,"Constable Hook, Bayonne, NJ",0.0493
36059302800,"North New Hyde Park, NY",0.0493
36047152200,"Kings County, NY",0.0492
34039032001,"Elizabeth, NJ",0.0492
36081157903,"Bellerose Manor, Floral Park, NY",0.0492
36047006200,"Kings County, NY",0.0491
36081062100,"Queens County, NY",0.0491
36059303600,"Mineola, NY",0.049
36061005700,"Lower Manhattan, New York, NY",0.0489
36081028500,"Queens County, NY",0.0489
36059406002,"West Hempstead, NY",0.0489
36085014604,"Richmond County, NY",0.0489
36047029600,"Kings County, NY",0.0489
34013015300,"Bloomfield, NJ",0.0489
36081011100,"Queens County, NY",0.0488
36119005702,"New Rochelle, NY",0.0487
36085013204,"Richmond County, NY",0.0487
34039032500,"Hillside, NJ",0.0487
36005039300,"Bronx County, NY",0.0486
34039031601,"Elizabeth, NJ",0.0485
36047062600,"Kings County, NY",0.0484
36047018200,"Kings County, NY",0.0484
34023004000,"Perth Amboy, NJ",0.0482
36059416600,"Long Beach, NY",0.0481
36061018500,"Upper West Side, New York, NY",0.0481
34017010300,"Bayonne, NJ",0.048
36047056000,"Kings County, NY",0.0478
36047056400,"Kings County, NY",0.0477
36081091900,"Queens County, NY",0.0477
36005029302,"Bronx County, NY",0.0477
36085027301,"Richmond County, NY",0.0476
36059518100,"East Norwich, NY",0.0475
36081119100,"Queens County, NY",0.0473
36047030000,"Kings County, NY",0.0473
36059411100,"Inwood, NY",0.0472
36081077903,"Queens County, NY",0.0471
36047035500,"Kings County, NY",0.0471
36085005900,"Richmond County, NY",0.0471
36085015601,"Richmond County, NY",0.0468
36047035300,"Kings County, NY",0.0465
36047035000,"Kings County, NY",0.0464
34039038601,"Scotch Plains, NJ",0.0464
34003030100,"Lodi, NJ",0.0464
36047003000,"Kings County, NY",0.0463
36061005900,"Lower Manhattan, New York, NY",0.0463
36047017000,"Kings County, NY",0.046
34013013500,"Nutley, NJ",0.046
36047055600,"Kings County, NY",0.046
36061004700,"Lower Manhattan, New York, NY",0.0459
36005028700,"Bronx County, NY",0.0458
34039033500,"Union, NJ",0.0458
36081147900,"Queens County, NY",0.0457
36061017700,"Upper West Side, New York, NY",0.0457
34027042000,"Whippany, Hanover, NJ",0.0457
34003023401,"Hackensack, NJ",0.0456
36081005300,"Queens County, NY",0.0455
36061031704,"Lower Manhattan, New York, NY",0.0455
36005046201,"Bronx County, NY",0.0455
34003011300,"Elmwood Park, NJ",0.0455
36061009300,"Midtown, New York, NY",0.0454
36047048200,"Kings County, NY",0.0452
36081074900,"Queens County, NY",0.0452
34013021701,"Caldwell, NJ",0.0452
36085014605,"Richmond County, NY",0.0452
34023001200,"Highland Park, NJ",0.0451
34027042600,"Florham Park, NJ",0.045
34017006200,"Greenville, Jersey City, NJ",0.0448
34003025200,"Hasbrouck Heights, NJ",0.0448
34017010700,"Constable Hook, Bayonne, NJ",0.0447
34039034100,"Roselle, NJ",0.0446
36081015100,"Queens County, NY",0.0446
36081012100,"Queens County, NY",0.0446
36047014000,"Kings County, NY",0.0443
34039037400,"Cranford, NJ",0.0442
36059304002,"Westbury, NY",0.0441
36059408600,"Levittown, NY",0.044
36005009200,"Bronx County, NY",0.044
36047068800,"Kings County, NY",0.0439
34013016100,"Upper Montclair, Montclair, NJ",0.0438
36059412900,"Baldwin, NY",0.0437
34023004900,"Perth Amboy, NJ",0.0436
36085005000,"Richmond County, NY",0.0436
36047003800,"Kings County, NY",0.0435
36061001502,"Lower Manhattan, New York, NY",0.0434
36081058900,"Queens County, NY",0.0432
36081049301,"Queens County, NY",0.0432
36081004401,"Queens County, NY",0.043
36059519200,"Hicksville, Hicksville, NY",0.0428
36081099703,"Queens County, NY",0.0427
36059407801,"Westbury, NY",0.0427
36047068600,"Kings County, NY",0.0426
36059300700,"Great Neck Plaza, NY",0.0425
36061007300,"Lower Manhattan, New York, NY",0.0425
34031124402,"Clifton, NJ",0.0424
34023001002,"South Plainfield, NJ",0.0424
34039035300,"Linden, NJ",0.0424
36047013400,"Kings County, NY",0.0422
34013015600,"Bloomfield, NJ",0.0422
36085017011,"Richmond County, NY",0.042
36081090700,"Queens County, NY",0.0419
36047028800,"Kings County, NY",0.0418
34017018000,"Weehawken, NJ",0.0418
36085029103,"Richmond County, NY",0.0416
36047053300,"Kings County, NY",0.0415
36047056500,"Kings County, NY",0.0415
36059410100,"Malverne, NY",0.0414
36085011402,"Richmond County, NY",0.0414
36081041500,"Queens County, NY",0.0414
36047024400,"Kings County, NY",0.0414
36047053900,"Kings County, NY",0.0414
34023003101,"Metuchen, NJ",0.0414
36059302700,"North New Hyde Park, NY",0.0412
36059301600,"Manhasset, NY",0.0411
36085017008,"Richmond County, NY",0.0411
36081049900,"Queens County, NY",0.0406
36061007400,"Midtown, New York, NY",0.0406
34039030500,"Elizabeth, NJ",0.0405
36059408200,"East Meadow, NY",0.0403
36059416201,"Island Park, NY",0.0403
36059416300,"Atlantic Beach, NY",0.0403
36059409600,"North Wantagh, Wantagh, NY",0.0403
36047076800,"Kings County, NY",0.0402
36085024401,"Richmond County, NY",0.0402
36047100400,"Kings County, NY",0.0401
36047076200,"Kings County, NY",0.04
36047056100,"Kings County, NY",0.04
36047027000,"Kings County, NY",0.0398
36061011800,"Lenox Hill, New York, NY",0.0396
36047031400,"Kings County, NY",0.0395
36059413700,"Baldwin, NY",0.0393
34013019300,"South Orange, NJ",0.0393
36059519100,"Hicksville, Hicksville, NY",0.0393
34003019305,"Fort Lee, NJ",0.0392
36005027900,"Bronx County, NY",0.0391
34023001505,"Edison, NJ",0.0391
34039033400,"Union, NJ",0.0391
36059413300,"Oceanside, NY",0.0391
36047013800,"Kings County, NY",0.039
34003023302,"Hackensack, NJ",0.039
36081075702,"Queens County, NY",0.0389
34027041705,"Parsippany, Parsippany-Troy Hills, NJ",0.0387
36047023400,"Kings County, NY",0.0387
36005045102,"Bronx County, NY",0.0387
36081014500,"Queens County, NY",0.0386
36081094500,"Queens County, NY",0.0383
36059409900,"Valley Stream, NY",0.0381
36081148300,"Queens County, NY",0.0381
36005028900,"Bronx County, NY",0.0381
36047049600,"Kings County, NY",0.0381
36081118100,"Queens County, NY",0.038
34003057101,"Wallington, NJ",0.038
36081119500,"Queens County, NY",0.0379
36085020803,"Richmond County, NY",0.0378
36081007500,"Queens County, NY",0.0377
36061012800,"Lenox Hill, New York, NY",0.0376
36047022200,"Kings County, NY",0.0375
36047054400,"Kings County, NY",0.0375
36059517302,"Glen Cove, NY",0.0374
36081052100,"Queens County, NY",0.0374
34003030300,"Lodi, NJ",0.0373
36047065200,"Kings County, NY",0.0373
36059409100,"Levittown, NY",0.0373
36081098700,"Queens County, NY",0.0372
36059517801,"Locust Valley, NY",0.0372
34023001411,"Edison, NJ",0.0371
36005019400,"Bronx County, NY",0.0371
36081012301,"Queens County, NY",0.0371
36047046000,"Kings County, NY",0.037
34013019600,"Maplewood, NJ",0.0369
36061015700,"Upper West Side, New York, NY",0.0369
34003029100,"Little Ferry, NJ",0.0368
34013016300,"Upper Montclair, Montclair, NJ",0.0368
34039037500,"Springfield Township, NJ",0.0368
36059408800,"Levittown, NY",0.0368
36059415000,"Merrick, NY",0.0367
34013014000,"Belleville, NJ",0.0367
36085020700,"Richmond County, NY",0.0366
36081006501,"Queens County, NY",0.0366
36059405900,"West Hempstead, NY",0.0365
36059416202,"Island Park, NY",0.0364
36081007300,"Queens County, NY",0.0364
34003021100,"Garfield, NJ",0.0364
36081013400,"Queens County, NY",0.0364
34031124323,"Clifton, NJ",0.0362
36081101700,"Queens County, NY",0.0361
36081018101,"Queens County, NY",0.0361
36081113300,"Queens County, NY",0.036
36061003400,"Alphabet City, New York, NY",0.036
36081014900,"Queens County, NY",0.0359
36081129102,"Queens County, NY",0.0358
36047036002,"Kings County, NY",0.0358
36081077906,"Queens County, NY",0.0357
36059518201,"Oyster Bay, NY",0.0355
36081109300,"Queens County, NY",0.0354
36081001600,"Queens County, NY",0.0352
36085025100,"Richmond County, NY",0.0352
36047027800,"Kings County, NY",0.0352
36059413200,"Oceanside, NY",0.0352
36005051600,"Bronx County, NY",0.0352
36081144100,"Queens County, NY",0.0351
34031124602,"Clifton, NJ",0.035
36081065900,"Queens County, NY",0.035
36059303800,"Carle Place, NY",0.035
36081118500,"Queens County, NY",0.0348
34013014800,"Bloomfield, NJ",0.0348
34039036900,"Garwood, NJ",0.0348
36047044800,"Kings County, NY",0.0346
34027041803,"Parsippany, Parsippany-Troy Hills, NJ",0.0346
36081055700,"Queens County, NY",0.0345
36059410400,"Valley Stream, NY",0.0344
36047056300,"Kings County, NY",0.0344
36081053100,"Queens County, NY",0.0343
36059405500,"Franklin Square, NY",0.034
36059518900,"Hicksville, Hicksville, NY",0.034
36081059300,"Queens County, NY",0.0339
36081071303,"Queens County, NY",0.0339
36085022600,"Richmond County, NY",0.0339
36061004300,"Lower Manhattan, New York, NY",0.0338
36047059100,"Kings County, NY",0.0337
36047055400,"Kings County, NY",0.0337
36085014100,"Richmond County, NY",0.0336
36085017300,"Richmond County, NY",0.0336
36059405200,"Elmont, NY",0.0336
34031175701,"Passaic, NJ",0.0336
36081032900,"Queens County, NY",0.0335
36005033201,"Bronx County, NY",0.0334
34027041902,"East Hanover, NJ",0.0334
34013006900,"Ironbound District, Newark, NJ",0.0334
36047053800,"Kings County, NY",0.0332
34003029200,"Little Ferry, NJ",0.0332
36081080302,"Queens County, NY",0.0331
34027041701,"Lake Hiawatha, Parsippany-Troy Hills, NJ",0.0331
34023009200,"Sayreville, NJ",0.033
36061016002,"East Harlem, New York, NY",0.033
36081029100,"Queens County, NY",0.0329
36061015601,"Upper East Side, New York, NY",0.0329
36047005000,"Kings County, NY",0.0329
36061012400,"Lenox Hill, New York, NY",0.0329
34013021000,"Verona, NJ",0.0328
36047057400,"Kings County, NY",0.0327
36047044400,"Kings County, NY",0.0326
36059414900,"North Bellmore, NY",0.0325
36047036200,"Kings County, NY",0.0325
36047057600,"Kings County, NY",0.0323
36047035601,"Kings County, NY",0.0322
36061016001,"Upper East Side, New York, NY",0.0321
36081111300,"Queens County, NY",0.0321
36081016300,"Queens County, NY",0.032
36047005201,"Kings County, NY",0.0319
34031175704,"Passaic, NJ",0.0318
36047037000,"Kings County, NY",0.0318
34039038000,"Summit, NJ",0.0317
34023004700,"Perth Amboy, NJ",0.0316
34013019000,"South Orange, NJ",0.0315
34003019303,"Palisades Park, NJ",0.0314
36047102600,"Kings County, NY",0.0314
36081069500,"Queens County, NY",0.0314
36081071702,"Queens County, NY",0.0314
36059409200,"Levittown, NY",0.0314
34035051800,"North Plainfield, NJ",0.0313
36085020801,"Richmond County, NY",0.0311
36047007700,"Kings County, NY",0.0309
34031124401,"Clifton, NJ",0.0308
36081070900,"Queens County, NY",0.0306
36059408500,"North Bellmore, NY",0.0306
36059519000,"Hicksville, Levittown, NY",0.0306
34017019900,"Secaucus, NJ",0.0305
36081140902,"Queens County, NY",0.0304
36047016200,"Kings County, NY",0.0304
36085007500,"Richmond County, NY",0.0304
36047055200,"Kings County, NY",0.0303
34039036301,"Clark, NJ",0.03
36061029500,"Inwood, New York, NY",0.03
36081061900,"Queens County, NY",0.03
36081157902,"Queens County, NY",0.0299
36085015602,"Richmond County, NY",0.0298
36047018800,"Kings County, NY",0.0297
36081062900,"Queens County, NY",0.0297
34003051200,"Rutherford, NJ",0.0296
36047012600,"Kings County, NY",0.0296
36047025200,"Kings County, NY",0.0295
36059519400,"Hicksville, Hicksville, NY",0.0294
36005027401,"Bronx County, NY",0.0293
34023002701,"Avenel, Woodbridge Township, NJ",0.0292
34013017000,"Montclair, NJ",0.0292
36047059800,"Kings County, NY",0.0291
36081018102,"Queens County, NY",0.029
36047024000,"Kings County, NY",0.029
36081115500,"Queens County, NY",0.029
36081101002,"Queens County, NY",0.029
36047046400,"Kings County, NY",0.0289
36059410800,"Valley Stream, NY",0.0289
36085017007,"Richmond County, NY",0.0289
36047054200,"Kings County, NY",0.0288
34039038101,"New Providence, NJ",0.0288
36085012806,"Richmond County, NY",0.0285
36081092200,"Queens County, NY",0.0285
34023005100,"New Brunswick, NJ",0.0284
36047059402,"Kings County, NY",0.0284
36081088901,"Queens County, NY",0.0284
36081071304,"Queens County, NY",0.0284
36081075701,"Queens County, NY",0.0283
34035052300,"Watchung, NJ",0.0283
34017012400,"Kearny, NJ",0.0282
36005029700,"Bronx County, NY",0.0282
34003013002,"Edgewater, NJ",0.028
36081018900,"Queens County, NY",0.028
34003016000,"Englewood Cliffs, NJ",0.0279
36047057100,"Kings County, NY",0.0278
36047020600,"Kings County, NY",0.0278
36047063600,"Kings County, NY",0.0278
36005024800,"Bronx County, NY",0.0278
36061014601,"Upper East Side, New York, NY",0.0277
36047050000,"Kings County, NY",0.0277
36085009602,"Richmond County, NY",0.0276
36047042600,"Kings County, NY",0.0275
34013021400,"Cedar Grove, NJ",0.0275
36047035400,"Kings County, NY",0.0275
36047066000,"Kings County, NY",0.0275
34003012002,"East Rutherford, NJ",0.0274
34003013001,"Edgewater, NJ",0.0274
36059519500,"Hicksville, Hicksville, NY",0.0274
34013015500,"Bloomfield, NJ",0.0273
36059303302,"Williston Park, NY",0.0271
34023002102,"Metuchen, NJ",0.0271
36059407600,"Westbury, NY",0.0269
36059303400,"East Williston, NY",0.0269
36085027706,"Richmond County, NY",0.0269
34031175703,"Passaic, NJ",0.0268
36081074700,"Queens County, NY",0.0268
36047020400,"Kings County, NY",0.0268
34039039700,"Plainfield, NJ",0.0267
36047053100,"Kings County, NY",0.0267
36085019700,"Richmond County, NY",0.0266
36081022001,"Queens County, NY",0.0265
36047064000,"Kings County, NY",0.0264
36081063500,"Queens County, NY",0.0264
36085015603,"Richmond County, NY",0.0263
36005028600,"Bronx County, NY",0.0262
34013017900,"West Orange, NJ",0.0262
36047039800,"Kings County, NY",0.0261
36061010602,"Lenox Hill, New York, NY",0.026
34027042100,"Whippany, Hanover, NJ",0.0259
34023008800,"Piscataway Township, NJ",0.0258
36081013500,"Queens County, NY",0.0257
36061016500,"Upper West Side, New York, NY",0.0257
36059303102,"New Hyde Park, NY",0.0257
36081071305,"Queens County, NY",0.0256
34039038700,"Fanwood, NJ",0.0255
36081147100,"Queens County, NY",0.0255
36005042300,"Bronx County, NY",0.0255
36047033300,"Kings County, NY",0.0255
36081097300,"Queens County, NY",0.0254
36085000600,"Richmond County, NY",0.0254
36081059900,"Queens County, NY",0.0254
36081007900,"Queens County, NY",0.0252
34027041706,"Parsippany, Parsippany-Troy Hills, NJ",0.0252
34027043000,"Madison, NJ",0.0252
36047099400,"Kings County, NY",0.025
36081070300,"Queens County, NY",0.0249
36061030700,"Inwood, New York, NY",0.0249
36081006100,"Queens County, NY",0.0248
36081024300,"Queens County, NY",0.0248
36059412000,"Lynbrook, NY",0.0246
36081015300,"Queens County, NY",0.0246
34039037900,"Summit, NJ",0.0245
36119005701,"New Rochelle, NY",0.0245
36047005100,"Kings County, NY",0.0245
34003018200,"Fairview, NJ",0.0244
36081103300,"Queens County, NY",0.0244
36047056200,"Kings County, NY",0.0244
34017018400,"Hoboken, NJ",0.0243
34023001409,"Edison, NJ",0.0243
34013007100,"Ironbound District, Newark, NJ",0.0242
34027043900,"Chatham Township, NJ",0.0241
34023002703,"Avenel, Woodbridge Township, NJ",0.0241
36005042901,"Bronx County, NY",0.0239
34039037200,"Cranford, NJ",0.0239
36005027402,"Bronx County, NY",0.0238
36047023600,"Kings County, NY",0.0238
36081002800,"Queens County, NY",0.0238
34017018500,"Hoboken, NJ",0.0237
36059301500,"Plandome, NY",0.0237
36081103900,"Queens County, NY",0.0237
36059412600,"Rockville Centre, NY",0.0236
34013014400,"Belleville, NJ",0.0236
36081071701,"Queens County, NY",0.0235
36047015100,"Kings County, NY",0.0235
34013021602,"North Caldwell, NJ",0.0235
36047021800,"Kings County, NY",0.0234
36005029600,"Bronx County, NY",0.0233
36047097000,"Kings County, NY",0.0232
34003019103,"Fort Lee, NJ",0.0231
36059303500,"Mineola, NY",0.0231
36047061002,"Kings County, NY",0.0231
36081071100,"Queens County, NY",0.0227
36047054600,"Kings County, NY",0.0225
36047062200,"Kings County, NY",0.0225
34017007700,"Newport, Jersey City, NJ",0.0224
36081099704,"Queens County, NY",0.0223
36047037401,"Kings County, NY",0.0222
36047043000,"Kings County, NY",0.0221
36047047600,"Kings County, NY",0.0221
36047015900,"Kings County, NY",0.0221
36047060600,"Kings County, NY",0.0218
36081157102,"Queens County, NY",0.0216
36081011900,"Queens County, NY",0.0216
36047039000,"Kings County, NY",0.0216
36047075600,"Kings County, NY",0.0216
34013015800,"Bloomfield, NJ",0.0216
36047026400,"Kings County, NY",0.0215
34039037300,"Cranford, NJ",0.0213
36047028400,"Kings County, NY",0.0212
34017005200,"Greenville, Jersey City, NJ",0.0212
36047016800,"Kings County, NY",0.0212
36059304001,"Westbury, NY",0.0211
34013017400,"West Orange, NJ",0.0211
36059300400,"Great Neck, NY",0.0211
34003031400,"Lyndhurst, NJ",0.021
36047029800,"Kings County, NY",0.021
34003006100,"Cliffside Park, NJ",0.021
36081028900,"Queens County, NY",0.0209
36047050900,"Kings County, NY",0.0208
36081117500,"Queens County, NY",0.0208
36119005902,"New Rochelle, NY",0.0207
34023001416,"Edison, NJ",0.0207
34017005400,"Greenville, Jersey City, NJ",0.0205
36061017500,"Upper West Side, New York, NY",0.0205
36081127700,"Queens County, NY",0.0205
36085007000,"Richmond County, NY",0.0205
36047058600,"Kings County, NY",0.0203
36059408100,"East Meadow, NY",0.0203
36047068000,"Kings County, NY",0.0203
36059412302,"Rockville Centre, NY",0.0203
36061013600,"Upper East Side, New York, NY",0.0202
36059302102,"Roslyn Heights, NY",0.0201
36081150702,"Queens County, NY",0.02
