"tract","Name","Teenage_Birth_Rate_women_only_rB_gF_p25"
36005037504,"Bronx County, NY",0.3365
34039032400,"Hillside, NJ",0.3361
36005026701,"Bronx County, NY",0.336
36059414002,"Roosevelt, NY",0.3359
36047043700,"Kings County, NY",0.3344
34039032001,"Elizabeth, NJ",0.3341
36081081800,"Queens County, NY",0.3341
34013018100,"City of Orange, NJ",0.3336
34039030702,"Elizabeth, NJ",0.3336
36005007400,"Bronx County, NY",0.3335
36047031100,"Kings County, NY",0.3334
36005026100,"Bronx County, NY",0.3333
36119002700,"South Side, Mount Vernon, NY",0.3331
36005039400,"Bronx County, NY",0.333
36047116000,"Kings County, NY",0.3328
36005027300,"Bronx County, NY",0.3327
36005005600,"Bronx County, NY",0.3326
34039038800,"Plainfield, NJ",0.332
34013015100,"Bloomfield, NJ",0.332
36005022500,"Bronx County, NY",0.332
34023004500,"Perth Amboy, NJ",0.3318
34013010200,"East Orange, NJ",0.3317
36047033000,"Kings County, NY",0.3312
36005033000,"Bronx County, NY",0.3308
36047102200,"Kings County, NY",0.3307
36005039500,"Bronx County, NY",0.3307
36047019900,"Kings County, NY",0.3306
34031181300,"Paterson, NJ",0.3305
34039039900,"Elizabeth, NJ",0.3304
36005039300,"Bronx County, NY",0.3302
36005005001,"Bronx County, NY",0.3301
34013016600,"Montclair, NJ",0.3297
36047050803,"Kings County, NY",0.329
36081014201,"Queens County, NY",0.3286
34039031602,"Elizabeth, NJ",0.3285
36047115800,"Kings County, NY",0.3285
36061018000,"East Harlem, New York, NY",0.3278
36081027400,"Queens County, NY",0.3277
36047112800,"Kings County, NY",0.3276
36005021700,"Bronx County, NY",0.3276
34039034600,"Linden, NJ",0.3272
36061015200,"Upper East Side, New York, NY",0.3271
36005004600,"Bronx County, NY",0.3268
36061017700,"Upper West Side, New York, NY",0.3268
36081035800,"Queens County, NY",0.3267
36061019300,"Upper West Side, New York, NY",0.3265
36061023700,"Harlem, New York, NY",0.3265
36047033900,"Kings County, NY",0.3263
36081062000,"Queens County, NY",0.3263
36005037100,"Bronx County, NY",0.3259
34013002202,"Upper Vailsburg, Newark, NJ",0.3257
36081122702,"Queens County, NY",0.3254
36081039400,"Queens County, NY",0.3252
36081045400,"Queens County, NY",0.3248
34023000501,"Piscataway Township, NJ",0.3247
36005042400,"Bronx County, NY",0.3245
36081016300,"Queens County, NY",0.3245
36059407201,"Hempstead, NY",0.3244
36047034100,"Kings County, NY",0.3242
36005018102,"Bronx County, NY",0.3242
36081097204,"Queens County, NY",0.3242
36119004300,"North Side, Mount Vernon, NY",0.3242
36047079801,"Kings County, NY",0.3241
36081044301,"Queens County, NY",0.3241
36047078200,"Kings County, NY",0.3239
36047040300,"Kings County, NY",0.3239
36061023300,"Harlem, New York, NY",0.3237
36059413600,"Baldwin, NY",0.3236
36081125700,"Queens County, NY",0.323
36005017702,"Bronx County, NY",0.3228
36047049200,"Kings County, NY",0.3225
34039033200,"Union, NJ",0.3223
36081018200,"Queens County, NY",0.3222
34017005600,"Greenville, Jersey City, NJ",0.3221
36061022200,"Upper Manhattan, New York, NY",0.322
34023001506,"Edison, NJ",0.322
34017007800,"Historic Downtown, Jersey City, NJ",0.3218
36047079601,"Kings County, NY",0.3217
34023003102,"Woodbridge Township, NJ",0.3214
36005021501,"Bronx County, NY",0.3213
34023001504,"Edison, NJ",0.3212
36081026400,"Queens County, NY",0.3211
36005034200,"Bronx County, NY",0.3211
36081052600,"Queens County, NY",0.3202
34013008700,"Mount Pleasant/Lower Broadway, Newark, NJ",0.32
36059411100,"Inwood, NY",0.32
36005007900,"Bronx County, NY",0.3198
34039034200,"Roselle, NJ",0.3198
36005005400,"Bronx County, NY",0.3197
36005033800,"Bronx County, NY",0.3196
34013011900,"Irvington, NJ",0.3196
36047039500,"Kings County, NY",0.3194
34013017100,"Montclair, NJ",0.3194
36081095400,"Queens County, NY",0.3193
36081032000,"Queens County, NY",0.319
36047103400,"Kings County, NY",0.3186
34039032800,"Union County, NJ",0.3182
36047024500,"Kings County, NY",0.318
34017004101,"West Side, Jersey City, NJ",0.3178
36061017200,"East Harlem, New York, NY",0.3175
34013017800,"West Orange, NJ",0.3173
36005026702,"Bronx County, NY",0.3171
36047117000,"Kings County, NY",0.3171
36005001600,"Bronx County, NY",0.3168
36047035900,"Kings County, NY",0.3167
36061019000,"Harlem, New York, NY",0.3166
34039035500,"Rahway, NJ",0.3161
36005005200,"Bronx County, NY",0.3159
36059409900,"Valley Stream, NY",0.3158
36005017701,"Bronx County, NY",0.3155
36005034800,"Bronx County, NY",0.3154
36081035300,"Queens County, NY",0.315
36081014800,"Queens County, NY",0.3147
36005037800,"Bronx County, NY",0.3147
36119002800,"South Side, Mount Vernon, NY",0.3147
36061021100,"Upper Manhattan, New York, NY",0.3146
36047105804,"Kings County, NY",0.3146
36047117602,"Kings County, NY",0.3142
34017004600,"Bergen/Lafayette, Jersey City, NJ",0.314
34013015700,"Bloomfield, NJ",0.314
34017004900,"West Side, Jersey City, NJ",0.3138
36005002800,"Bronx County, NY",0.3138
34013002201,"Upper Vailsburg, Newark, NJ",0.3134
36005019900,"Bronx County, NY",0.3129
36061002601,"Alphabet City, New York, NY",0.3127
36061022102,"Harlem, New York, NY",0.3127
36005002000,"Bronx County, NY",0.3127
34013019100,"South Orange, NJ",0.3123
34017005400,"Greenville, Jersey City, NJ",0.312
34013012700,"Irvington, NJ",0.3116
36085018702,"Richmond County, NY",0.3116
36005023302,"Bronx County, NY",0.3115
36061015602,"Upper Manhattan, New York, NY",0.3111
36047072600,"Kings County, NY",0.3111
36081009400,"Queens County, NY",0.311
36005019300,"Bronx County, NY",0.3109
36047035500,"Kings County, NY",0.3106
34013018700,"City of Orange, NJ",0.3103
36081036500,"Queens County, NY",0.3103
36081033401,"Queens County, NY",0.3102
36047111600,"Kings County, NY",0.3101
36047073200,"Kings County, NY",0.3101
34013012100,"Irvington, NJ",0.31
36047097400,"Kings County, NY",0.3098
34013010000,"East Orange, NJ",0.3097
34013018000,"West Orange, NJ",0.3097
36047079802,"Kings County, NY",0.3089
36005039600,"Bronx County, NY",0.3087
36081084900,"Queens County, NY",0.3084
36005045600,"Bronx County, NY",0.3083
36061018900,"Upper West Side, New York, NY",0.308
36061019800,"East Harlem, New York, NY",0.3079
36061023400,"Harlem, New York, NY",0.3074
36005028100,"Bronx County, NY",0.3072
36047037700,"Kings County, NY",0.3069
34023001901,"Edison, NJ",0.3067
36061024900,"Upper Manhattan, New York, NY",0.3066
34031175500,"Passaic, NJ",0.3065
36005025300,"Bronx County, NY",0.3063
36047029700,"Kings County, NY",0.3062
36047098800,"Kings County, NY",0.306
36059304204,"Westbury, NY",0.3059
36081019200,"Queens County, NY",0.3059
36005037200,"Bronx County, NY",0.3058
36081026200,"Queens County, NY",0.3057
36047092200,"Kings County, NY",0.3047
36047068000,"Kings County, NY",0.3044
36061025100,"Upper Manhattan, New York, NY",0.3042
34039039700,"Plainfield, NJ",0.3039
36081015801,"Queens County, NY",0.3038
34031175602,"Passaic, NJ",0.3038
36059303900,"Westbury, NY",0.3038
36081100802,"Queens County, NY",0.3037
36047077400,"Kings County, NY",0.3036
36081004300,"Queens County, NY",0.3035
36081010800,"Queens County, NY",0.3035
36059413804,"Baldwin, NY",0.3033
36047118400,"Kings County, NY",0.3033
36005038000,"Bronx County, NY",0.3032
36047072200,"Kings County, NY",0.303
36047095600,"Kings County, NY",0.3026
36005036300,"Bronx County, NY",0.3025
36005027900,"Bronx County, NY",0.3024
34027043301,"Morristown, NJ",0.3022
36047102600,"Kings County, NY",0.302
36047024900,"Kings County, NY",0.3013
36047021900,"Kings County, NY",0.3012
34003023302,"Hackensack, NJ",0.301
36005038200,"Bronx County, NY",0.3008
36047116400,"Kings County, NY",0.3008
36059416500,"Long Beach, NY",0.3004
36085003900,"Richmond County, NY",0.3
36047118800,"Kings County, NY",0.2998
34003015500,"Englewood, NJ",0.2996
34039031500,"Elizabeth, NJ",0.2993
36047112200,"Kings County, NY",0.2991
34039032200,"Hillside, NJ",0.299
34013011800,"East Orange, NJ",0.2984
36047035300,"Kings County, NY",0.2983
36061013500,"Hell's Kitchen, New York, NY",0.2982
36081036300,"Queens County, NY",0.2981
34013009400,"Forest Hill, Newark, NJ",0.298
36005014400,"Bronx County, NY",0.2978
34039039600,"Plainfield, NJ",0.2978
34017011100,"Constable Hook, Bayonne, NJ",0.2978
36081017800,"Queens County, NY",0.2978
36005042200,"Bronx County, NY",0.2975
36047089000,"Kings County, NY",0.2974
34039031100,"Elizabeth, NJ",0.2974
36005022800,"Bronx County, NY",0.2973
36081040400,"Queens County, NY",0.2973
36047021300,"Kings County, NY",0.2972
36047051002,"Kings County, NY",0.297
36005037400,"Bronx County, NY",0.2965
34017004000,"West Side, Jersey City, NJ",0.296
36047030100,"Kings County, NY",0.2959
36085010500,"Richmond County, NY",0.2952
36081037700,"Queens County, NY",0.2949
36005039901,"Bronx County, NY",0.2949
36047086400,"Kings County, NY",0.2949
36047096600,"Kings County, NY",0.2949
36081044000,"Queens County, NY",0.2945
36047022900,"Kings County, NY",0.2945
36081079000,"Queens County, NY",0.2936
36047105801,"Kings County, NY",0.2935
36085006400,"Richmond County, NY",0.2933
36005038800,"Bronx County, NY",0.2933
36119005702,"New Rochelle, NY",0.2932
36047122000,"Kings County, NY",0.293
36081052000,"Queens County, NY",0.293
36081015400,"Queens County, NY",0.293
36005006400,"Bronx County, NY",0.2924
36047038200,"Kings County, NY",0.2919
34013019500,"Maplewood, NJ",0.2918
36047120800,"Kings County, NY",0.2918
36059414304,"Freeport, NY",0.2917
36047083000,"Kings County, NY",0.2917
36005003100,"Bronx County, NY",0.2915
36061022400,"Harlem, New York, NY",0.2914
36047096200,"Kings County, NY",0.2912
36047088000,"Kings County, NY",0.291
34013009100,"Seventh Avenue, Newark, NJ",0.2909
36047020300,"Kings County, NY",0.2908
34017000200,"The Heights, Jersey City, NJ",0.2897
36005042600,"Bronx County, NY",0.2896
36047033300,"Kings County, NY",0.2896
36005004300,"Bronx County, NY",0.2895
36081037900,"Queens County, NY",0.2895
36061022301,"Harlem, New York, NY",0.289
36047003500,"Kings County, NY",0.289
36005041400,"Bronx County, NY",0.2882
36061019600,"East Harlem, New York, NY",0.288
36081060000,"Queens County, NY",0.2877
36059405000,"Elmont, NY",0.2876
36059406701,"Hempstead, NY",0.2876
36005038600,"Bronx County, NY",0.2875
36061000202,"Lower Manhattan, New York, NY",0.2874
36081050400,"Queens County, NY",0.2873
36061012100,"Hell's Kitchen, New York, NY",0.2872
36005022404,"Bronx County, NY",0.287
36081033402,"Queens County, NY",0.2869
36081099801,"Queens County, NY",0.2869
34039031801,"Elizabeth, NJ",0.2867
36059413500,"Baldwin, NY",0.2867
36047034500,"Kings County, NY",0.2864
36005023703,"Bronx County, NY",0.2861
36005026500,"Bronx County, NY",0.2857
36081037100,"Queens County, NY",0.2855
36059517101,"Glen Cove, NY",0.2854
34023003700,"Carteret, NJ",0.2851
36005023501,"Bronx County, NY",0.2845
36005012102,"Bronx County, NY",0.2843
36005024700,"Bronx County, NY",0.2843
36005043000,"Bronx County, NY",0.2839
36081048000,"Queens County, NY",0.2838
36047084800,"Kings County, NY",0.2834
36005021001,"Bronx County, NY",0.2834
36047100600,"Kings County, NY",0.283
36047081000,"Kings County, NY",0.2827
36081036600,"Queens County, NY",0.2816
36081017000,"Queens County, NY",0.2816
34013008900,"Seventh Avenue, Newark, NJ",0.2813
36047080400,"Kings County, NY",0.2811
36081051600,"Queens County, NY",0.2807
36047091800,"Kings County, NY",0.2804
36005042000,"Bronx County, NY",0.2803
36005006800,"Bronx County, NY",0.2798
34023007203,"Parlin, Sayreville, NJ",0.2798
36059414202,"Freeport, NY",0.2797
34013012400,"Irvington, NJ",0.2797
36119004100,"Oakwood Heights, Mount Vernon, NY",0.2794
36047023100,"Kings County, NY",0.2793
36005039800,"Bronx County, NY",0.2793
36059304203,"Westbury, NY",0.2793
36081061601,"Queens County, NY",0.2789
36047082600,"Kings County, NY",0.2785
36119004000,"North Side, Mount Vernon, NY",0.2783
36119006500,"New Rochelle, NY",0.2782
36081040000,"Queens County, NY",0.2782
36081096400,"Queens County, NY",0.278
36061026300,"Upper Manhattan, New York, NY",0.278
36081037300,"Queens County, NY",0.2775
34003003500,"Bergenfield, NJ",0.2775
34013017900,"West Orange, NJ",0.277
36081088901,"Queens County, NY",0.2768
36047021500,"Kings County, NY",0.2766
34013006400,"University Heights, Newark, NJ",0.2766
34035051800,"North Plainfield, NJ",0.2764
36059406202,"West Hempstead, NY",0.2762
36047079000,"Kings County, NY",0.2759
36081036100,"Queens County, NY",0.2757
34039032500,"Hillside, NJ",0.2756
36047051001,"Kings County, NY",0.2753
36047120000,"Kings County, NY",0.2752
36047112400,"Kings County, NY",0.275
36005007800,"Bronx County, NY",0.2749
36081038400,"Queens County, NY",0.2744
36047086200,"Kings County, NY",0.2739
36047019700,"Kings County, NY",0.2737
34013012200,"Irvington, NJ",0.2736
36047076600,"Kings County, NY",0.2736
36047080200,"Kings County, NY",0.2733
36047089400,"Kings County, NY",0.273
36081081400,"Queens County, NY",0.2728
36081043400,"Queens County, NY",0.2727
36047086800,"Kings County, NY",0.2726
36047082000,"Kings County, NY",0.2726
36005019700,"Bronx County, NY",0.2723
36005022101,"Bronx County, NY",0.2721
36047087401,"Kings County, NY",0.272
36047029300,"Kings County, NY",0.272
34017011000,"Constable Hook, Bayonne, NJ",0.2719
36059414301,"Freeport, NY",0.2718
36059413803,"Baldwin, NY",0.2718
36005035000,"Bronx County, NY",0.2716
36005046202,"Bronx County, NY",0.2716
36047032100,"Kings County, NY",0.2715
36047118600,"Kings County, NY",0.2715
36047084600,"Kings County, NY",0.2713
34023003300,"Perth Amboy, NJ",0.2713
34003054200,"Teaneck, NJ",0.2712
36081050000,"Queens County, NY",0.2709
36059302200,"Roslyn Heights, NY",0.2706
34003023602,"Hackensack, NJ",0.2706
34013018300,"City of Orange, NJ",0.2703
34003054100,"Teaneck, NJ",0.2703
36081027600,"Queens County, NY",0.2701
36005032400,"Bronx County, NY",0.2699
36081053000,"Queens County, NY",0.2698
36047020100,"Kings County, NY",0.2692
36081017400,"Queens County, NY",0.269
36081039800,"Queens County, NY",0.2689
34017002000,"Journal Square, Jersey City, NJ",0.2683
36005040502,"Bronx County, NY",0.2683
36005035800,"Bronx County, NY",0.2681
36081036700,"Queens County, NY",0.268
36047093000,"Kings County, NY",0.268
36047079602,"Kings County, NY",0.2671
36059517200,"Glen Cove, NY",0.267
36005018101,"Bronx County, NY",0.2669
34039036000,"Rahway, NJ",0.2663
34013017700,"West Orange, NJ",0.2661
36047082200,"Kings County, NY",0.2656
34013019700,"Maplewood, NJ",0.2648
36047074000,"Kings County, NY",0.2648
36047082400,"Kings County, NY",0.2647
36061023600,"Harlem, New York, NY",0.2647
36081044602,"Queens County, NY",0.2644
36047041100,"Kings County, NY",0.2643
34013016800,"Montclair, NJ",0.2643
36005033600,"Bronx County, NY",0.2641
36005036400,"Bronx County, NY",0.2635
34003023401,"Hackensack, NJ",0.2634
36047087200,"Kings County, NY",0.2633
36047034900,"Kings County, NY",0.2629
36047088400,"Kings County, NY",0.2628
36085000900,"Richmond County, NY",0.2627
36061024700,"Upper Manhattan, New York, NY",0.2626
36081053800,"Queens County, NY",0.2623
36005042800,"Bronx County, NY",0.2619
36119000202,"Ludlow, Yonkers, NY",0.2619
36081044800,"Queens County, NY",0.2617
34023002500,"Iselin, Woodbridge Township, NJ",0.2612
36047076400,"Kings County, NY",0.2611
36047032500,"Kings County, NY",0.261
36047081800,"Kings County, NY",0.2608
36081029400,"Queens County, NY",0.2607
36081063200,"Queens County, NY",0.2606
36081053200,"Queens County, NY",0.2606
36061019702,"Harlem, New York, NY",0.2605
36081016800,"Queens County, NY",0.2603
36081035200,"Queens County, NY",0.26
36119003000,"South Side, Mount Vernon, NY",0.2589
34013015400,"Bloomfield, NJ",0.2587
36119003300,"South Side, Mount Vernon, NY",0.2584
34003015200,"Englewood, NJ",0.2582
36061019100,"Bloomingdale, New York, NY",0.2579
36059414303,"Freeport, NY",0.2578
36081058200,"Queens County, NY",0.2577
36059407101,"Hempstead, NY",0.2576
34031182600,"Paterson, NJ",0.2575
36047101400,"Kings County, NY",0.2574
36059407102,"Hempstead, NY",0.2572
36047152200,"Kings County, NY",0.257
36047032900,"Kings County, NY",0.257
36061023501,"Harlem, New York, NY",0.2567
36047079400,"Kings County, NY",0.2567
34017002800,"McGinley Square, Jersey City, NJ",0.2566
36047031900,"Kings County, NY",0.2565
36047083400,"Kings County, NY",0.2565
36005046000,"Bronx County, NY",0.2565
36047084000,"Kings County, NY",0.2564
34013016700,"Montclair, NJ",0.2562
36081050202,"Queens County, NY",0.2561
36081058000,"Queens County, NY",0.2559
36047088600,"Kings County, NY",0.2557
36005040304,"Bronx County, NY",0.2553
36005044400,"Bronx County, NY",0.2545
36061022500,"Harlem, New York, NY",0.2544
36081054200,"Queens County, NY",0.2544
36047020700,"Kings County, NY",0.2543
36081077908,"Queens County, NY",0.2543
36047050801,"Kings County, NY",0.2542
36047051601,"Kings County, NY",0.2541
36047051800,"Kings County, NY",0.2541
36081018600,"Queens County, NY",0.254
36047116200,"Kings County, NY",0.254
36047093200,"Kings County, NY",0.254
36047019500,"Kings County, NY",0.2529
36047050804,"Kings County, NY",0.2526
36047089800,"Kings County, NY",0.2523
34013016400,"Montclair, NJ",0.2523
36005007100,"Bronx County, NY",0.2521
36047052000,"Kings County, NY",0.2521
34039036600,"Westfield, NJ",0.2519
36061017401,"East Harlem, New York, NY",0.2518
36047099200,"Kings County, NY",0.2515
36081033000,"Queens County, NY",0.2514
36005021002,"Bronx County, NY",0.2511
36005033202,"Bronx County, NY",0.2511
36119006100,"New Rochelle, NY",0.251
34013016500,"Montclair, NJ",0.2507
34013009300,"North Broadway, Newark, NJ",0.2502
36005046201,"Bronx County, NY",0.2501
36005020502,"Bronx County, NY",0.2499
36047051602,"Kings County, NY",0.2495
36047035100,"Kings County, NY",0.2493
36081063000,"Queens County, NY",0.2488
36047073600,"Kings County, NY",0.2487
36005022300,"Bronx County, NY",0.2483
36059404800,"South Floral Park, NY",0.2482
36047031702,"Kings County, NY",0.2481
36005040600,"Bronx County, NY",0.2481
36047021700,"Kings County, NY",0.248
36047098400,"Kings County, NY",0.2476
36047088200,"Kings County, NY",0.2471
36081023600,"Queens County, NY",0.2468
34023005000,"Perth Amboy, NJ",0.246
36059304100,"Westbury, NY",0.2458
36005030200,"Bronx County, NY",0.2457
36061000600,"Lower East Side, New York, NY",0.2457
36059411000,"Inwood, NY",0.2455
36081052400,"Queens County, NY",0.2454
36081068000,"Queens County, NY",0.2452
36005027700,"Bronx County, NY",0.2452
36081041400,"Queens County, NY",0.2451
36081010400,"Queens County, NY",0.2447
36081026600,"Queens County, NY",0.2446
36081094203,"Queens County, NY",0.2444
36005042100,"Bronx County, NY",0.2443
36005039200,"Bronx County, NY",0.2442
36081028200,"Queens County, NY",0.2436
36081018800,"Queens County, NY",0.2434
36047099000,"Kings County, NY",0.2428
36081017600,"Queens County, NY",0.2425
36005017902,"Bronx County, NY",0.2424
36081045500,"Queens County, NY",0.2419
36047025901,"Kings County, NY",0.2419
36047072000,"Kings County, NY",0.2418
36047033700,"Kings County, NY",0.241
36059407502,"Uniondale, NY",0.241
36059414501,"Freeport, NY",0.2406
36081051200,"Queens County, NY",0.2405
36081038100,"Queens County, NY",0.2401
36081050600,"Queens County, NY",0.2401
36047099600,"Kings County, NY",0.2397
36081021400,"Queens County, NY",0.2396
36005009800,"Bronx County, NY",0.2389
36081023200,"Queens County, NY",0.2387
36047074200,"Kings County, NY",0.2387
34013017000,"Montclair, NJ",0.2386
36059301800,"Manhasset, NY",0.2385
36005034400,"Bronx County, NY",0.2384
36047074600,"Kings County, NY",0.2383
36047083200,"Kings County, NY",0.2375
34003023402,"Hackensack, NJ",0.2374
36081024000,"Queens County, NY",0.2373
34003029100,"Little Ferry, NJ",0.2369
36047013500,"Kings County, NY",0.2368
36061003900,"Lower Manhattan, New York, NY",0.2368
36081049200,"Queens County, NY",0.2361
36081055600,"Queens County, NY",0.236
36047077600,"Kings County, NY",0.2358
36047079200,"Kings County, NY",0.2358
36047088800,"Kings County, NY",0.2356
36047102800,"Kings County, NY",0.2354
36047041300,"Kings County, NY",0.2349
36005000400,"Bronx County, NY",0.2344
36081056400,"Queens County, NY",0.2341
36047067600,"Kings County, NY",0.2339
36081056800,"Queens County, NY",0.2336
36005035600,"Bronx County, NY",0.2335
36059407501,"Uniondale, NY",0.2332
34023001805,"Edison, NJ",0.2328
36047100400,"Kings County, NY",0.2325
36047093800,"Kings County, NY",0.2325
34023009000,"Avenel, Woodbridge Township, NJ",0.2318
34023002401,"Colonia, Woodbridge Township, NJ",0.2315
36047052700,"Kings County, NY",0.2315
36047082800,"Kings County, NY",0.2313
36005048400,"Bronx County, NY",0.2313
36061017000,"East Harlem, New York, NY",0.2313
36061023100,"Harlem, New York, NY",0.2307
36005043600,"Bronx County, NY",0.2305
36047050600,"Kings County, NY",0.2301
36047078800,"Kings County, NY",0.23
36061026900,"Fort George, New York, NY",0.2296
34003054500,"Teaneck, NJ",0.2289
36047077000,"Kings County, NY",0.2285
34039035900,"Rahway, NJ",0.2283
36061022302,"Harlem, New York, NY",0.2282
36047096400,"Kings County, NY",0.2281
36047101600,"Kings County, NY",0.2277
36047051200,"Kings County, NY",0.2273
36081009600,"Queens County, NY",0.2271
36047016100,"Kings County, NY",0.227
34023004900,"Perth Amboy, NJ",0.2266
36047102000,"Kings County, NY",0.2263
36081054000,"Queens County, NY",0.2261
36061029900,"Inwood, New York, NY",0.2256
36005006500,"Bronx County, NY",0.2248
36081020600,"Queens County, NY",0.2246
34013015900,"Bloomfield, NJ",0.2246
36005021602,"Bronx County, NY",0.2239
36081048400,"Queens County, NY",0.2238
34003023502,"Hackensack, NJ",0.2234
36047086600,"Kings County, NY",0.2231
36081030600,"Queens County, NY",0.2228
36081099802,"Queens County, NY",0.2223
36047087600,"Kings County, NY",0.2217
36047032700,"Kings County, NY",0.2216
36047092800,"Kings County, NY",0.2214
36047017900,"Kings County, NY",0.2208
36059410400,"Valley Stream, NY",0.2196
34013017600,"West Orange, NJ",0.2195
36059407203,"Hempstead, NY",0.2191
36047067200,"Kings County, NY",0.2185
36047087000,"Kings County, NY",0.2184
36047052600,"Kings County, NY",0.2182
36047086000,"Kings County, NY",0.2182
34013017200,"Montclair, NJ",0.2177
36059410900,"Valley Stream, NY",0.2175
36059406201,"West Hempstead, NY",0.2173
36047083800,"Kings County, NY",0.2172
36081066400,"Queens County, NY",0.2171
36047085400,"Kings County, NY",0.2171
36081035700,"Queens County, NY",0.2168
36059407401,"Uniondale, NY",0.2161
34023006002,"New Brunswick, NJ",0.2157
36005025700,"Bronx County, NY",0.215
36081065000,"Queens County, NY",0.2149
34003023200,"Hackensack, NJ",0.2139
34017007700,"Newport, Jersey City, NJ",0.2133
34013019800,"Maplewood, NJ",0.2132
36119006200,"New Rochelle, NY",0.2132
36047069000,"Kings County, NY",0.2129
36005039902,"Bronx County, NY",0.2113
34031124500,"Clifton, NJ",0.2112
36047099800,"Kings County, NY",0.211
36047098600,"Kings County, NY",0.2108
36119001302,"Park Hill, Yonkers, NY",0.2106
36119005701,"New Rochelle, NY",0.2106
36047073400,"Kings County, NY",0.2101
34039031903,"Elizabeth, NJ",0.2096
36047096800,"Kings County, NY",0.2095
36081040200,"Queens County, NY",0.2093
36047018300,"Kings County, NY",0.2089
36059407302,"Uniondale, NY",0.2083
36047073800,"Kings County, NY",0.2076
34017007100,"Journal Square, Jersey City, NJ",0.2069
36081068200,"Queens County, NY",0.2068
36081069400,"Queens County, NY",0.2067
36047085000,"Kings County, NY",0.2063
36047093600,"Kings County, NY",0.2063
34039032700,"Union, NJ",0.2058
36005041500,"Bronx County, NY",0.2058
34039038601,"Scotch Plains, NJ",0.2052
36081047000,"Queens County, NY",0.2051
36047080600,"Kings County, NY",0.2051
36047080000,"Kings County, NY",0.2044
36059404901,"Elmont, NY",0.2036
36047094401,"Kings County, NY",0.2027
36081060800,"Queens County, NY",0.2026
36047033100,"Kings County, NY",0.2026
36081052800,"Queens County, NY",0.2015
34023003002,"Woodbridge, Woodbridge Township, NJ",0.2006
36005007200,"Bronx County, NY",0.2005
34003054600,"Teaneck, NJ",0.1999
36047085600,"Kings County, NY",0.1987
36047048200,"Kings County, NY",0.1985
36081016600,"Queens County, NY",0.1979
36061015100,"Lincoln Square, New York, NY",0.1979
36081042400,"Queens County, NY",0.1977
36059407301,"Uniondale, NY",0.1975
34013019200,"South Orange, NJ",0.1969
36047067400,"Kings County, NY",0.1967
36047033500,"Kings County, NY",0.1966
36061023801,"Roosevelt Island, New York, NY",0.1965
34017001400,"The Heights, Jersey City, NJ",0.1964
36061029100,"Inwood, New York, NY",0.1957
34013019300,"South Orange, NJ",0.1957
34023001600,"Edison, NJ",0.1948
36081062200,"Queens County, NY",0.1946
36081053401,"Queens County, NY",0.1937
34003037202,"New Milford, NJ",0.1935
36081079701,"Queens County, NY",0.1934
36047078000,"Kings County, NY",0.1932
36061026100,"Upper Manhattan, New York, NY",0.1918
36047119800,"Kings County, NY",0.1915
36081046600,"Queens County, NY",0.1914
34023002603,"Iselin, Woodbridge Township, NJ",0.1913
36119002600,"South Side, Mount Vernon, NY",0.1905
34013015800,"Bloomfield, NJ",0.1905
36005021601,"Bronx County, NY",0.1904
36059410300,"Valley Stream, NY",0.1904
36047065000,"Kings County, NY",0.1897
36081023800,"Queens County, NY",0.1896
36047095000,"Kings County, NY",0.1893
36061029300,"Upper Manhattan, New York, NY",0.1892
36047072800,"Kings County, NY",0.188
36005044800,"Bronx County, NY",0.1879
36081046800,"Queens County, NY",0.1876
34017002900,"McGinley Square, Jersey City, NJ",0.1866
34023001411,"Edison, NJ",0.1861
36047051400,"Kings County, NY",0.1857
36061025300,"Upper Manhattan, New York, NY",0.1857
34039032600,"Union, NJ",0.1854
36081061400,"Queens County, NY",0.1852
34013016900,"Montclair, NJ",0.1848
36081037600,"Queens County, NY",0.1846
36005032800,"Bronx County, NY",0.1845
36081059600,"Queens County, NY",0.1843
36059407204,"Hempstead, NY",0.1843
34023000902,"South Plainfield, NJ",0.1836
36047087800,"Kings County, NY",0.1836
36081065600,"Queens County, NY",0.1835
36047081400,"Kings County, NY",0.1833
34039033100,"Union, NJ",0.183
36081065400,"Queens County, NY",0.1826
34039038400,"Scotch Plains, NJ",0.1825
36081050800,"Queens County, NY",0.1824
36081014202,"Queens County, NY",0.1822
36061004400,"Midtown, New York, NY",0.1821
36081059200,"Queens County, NY",0.1818
36047015900,"Kings County, NY",0.1817
36047077200,"Kings County, NY",0.1806
36047050400,"Kings County, NY",0.1804
36081069000,"Queens County, NY",0.179
36081014400,"Queens County, NY",0.1788
36081010600,"Queens County, NY",0.1774
36005041800,"Bronx County, NY",0.176
36119005902,"New Rochelle, NY",0.1759
34039034700,"Linden, NJ",0.1754
36081043702,"Queens County, NY",0.1752
34035051900,"North Plainfield, NJ",0.1745
36081048200,"Queens County, NY",0.1743
34013019600,"Maplewood, NJ",0.1731
36005040701,"Bronx County, NY",0.1722
36047049100,"Kings County, NY",0.1718
36059405200,"Elmont, NY",0.1718
36081059400,"Queens County, NY",0.1713
36047078600,"Kings County, NY",0.1709
36081044400,"Queens County, NY",0.1708
36059405100,"Elmont, NY",0.1707
34023002000,"Metuchen, NJ",0.17
36081060600,"Queens County, NY",0.1687
36061027900,"Fort George, New York, NY",0.1686
36005016700,"Bronx County, NY",0.1685
36059409800,"Elmont, NY",0.1678
36081063800,"Queens County, NY",0.1669
36047117201,"Kings County, NY",0.1664
