"tract","Name","Teenage_Birth_Rate_women_only_rB_gF_p25"
34017004400,"Bergen/Lafayette, Jersey City, NJ",0.4442
36061022900,"Harlem, New York, NY",0.444
36061017402,"East Harlem, New York, NY",0.4439
36047121400,"Kings County, NY",0.4434
34013005100,"Weequahic, Newark, NJ",0.4429
36059406702,"Hempstead, NY",0.4429
34031182500,"Paterson, NJ",0.4426
34013018800,"City of Orange, NJ",0.4424
36047023300,"Kings County, NY",0.4418
36047114600,"Kings County, NY",0.4409
34031182200,"Paterson, NJ",0.4407
34013011100,"East Orange, NJ",0.4406
36005021302,"Bronx County, NY",0.4397
36005041300,"Bronx County, NY",0.4397
36005036100,"Bronx County, NY",0.4392
34031264200,"Paterson, NJ",0.439
36047114202,"Kings County, NY",0.4389
36081094201,"Queens County, NY",0.4383
34023005700,"New Brunswick, NJ",0.4382
36085000700,"Richmond County, NY",0.4382
36085002100,"Richmond County, NY",0.4363
36005039100,"Bronx County, NY",0.4349
34017004500,"Bergen/Lafayette, Jersey City, NJ",0.4347
36047117400,"Kings County, NY",0.4342
34013004100,"Upper Clinton Hill, Newark, NJ",0.4339
36047024100,"Kings County, NY",0.4327
36005003500,"Bronx County, NY",0.4326
34039034500,"Linden, NJ",0.4323
34031180100,"Paterson, NJ",0.4319
34031175401,"Passaic, NJ",0.4317
36085020700,"Richmond County, NY",0.4313
36061016400,"East Harlem, New York, NY",0.4311
36085022300,"Richmond County, NY",0.431
34023002701,"Avenel, Woodbridge Township, NJ",0.4309
34031175802,"Passaic, NJ",0.4309
34013003100,"Springfield/Belmont, Newark, NJ",0.4307
36047021100,"Kings County, NY",0.4299
36081026000,"Queens County, NY",0.4299
36047008500,"Kings County, NY",0.4299
36005011502,"Bronx County, NY",0.4296
34013017500,"West Orange, NJ",0.4295
36005007500,"Bronx County, NY",0.4295
36119001303,"Park Hill, Yonkers, NY",0.4294
34013014700,"Belleville, NJ",0.4294
36047113200,"Kings County, NY",0.4291
36005017300,"Bronx County, NY",0.4288
34013002500,"Lower Vailsburg, Newark, NJ",0.4287
34023000606,"Piscataway Township, NJ",0.4286
34013011700,"East Orange, NJ",0.4285
34017006200,"Greenville, Jersey City, NJ",0.4282
36047117202,"Kings County, NY",0.4281
36047028900,"Kings County, NY",0.4279
36005013100,"Bronx County, NY",0.4277
36047090800,"Kings County, NY",0.4275
34017004102,"McGinley Square, Jersey City, NJ",0.4269
34017005801,"Greenville, Jersey City, NJ",0.4254
34039031200,"Elizabeth, NJ",0.4253
36061023200,"Harlem, New York, NY",0.4253
34013005000,"South Broad Street, Newark, NJ",0.4253
36005038301,"Bronx County, NY",0.4251
34013001300,"Fairmount, Newark, NJ",0.4248
36005038100,"Bronx County, NY",0.4247
36047040900,"Kings County, NY",0.4246
36005007000,"Bronx County, NY",0.4244
36119006000,"New Rochelle, NY",0.4239
36081008300,"Queens County, NY",0.4236
36081025400,"Queens County, NY",0.4234
34013011400,"East Orange, NJ",0.4233
36047049000,"Kings County, NY",0.4227
34039031400,"Elizabeth, NJ",0.4223
36005037900,"Bronx County, NY",0.4212
36047034200,"Kings County, NY",0.4208
34039039400,"Plainfield, NJ",0.4207
36047091000,"Kings County, NY",0.4206
34013004801,"Weequahic, Newark, NJ",0.4202
36005018900,"Bronx County, NY",0.42
34017006000,"Greenville, Jersey City, NJ",0.4199
36005038700,"Bronx County, NY",0.4198
36061016200,"Upper Manhattan, New York, NY",0.4194
36061023502,"Harlem, New York, NY",0.4193
34003023501,"Hackensack, NJ",0.4191
36059407000,"Hempstead, NY",0.4189
36085014100,"Richmond County, NY",0.4189
36005007300,"Bronx County, NY",0.4185
34035052001,"North Plainfield, NJ",0.4184
34013003800,"West Side, Newark, NJ",0.4179
36005002702,"Bronx County, NY",0.4178
36119005901,"New Rochelle, NY",0.4177
36047030900,"Kings County, NY",0.4174
34017004800,"Hackensack River Waterfront, Jersey City, NJ",0.4167
36047101000,"Kings County, NY",0.4167
34023005800,"New Brunswick, NJ",0.4162
36005023502,"Bronx County, NY",0.4161
34039039500,"Plainfield, NJ",0.4158
36061002400,"Lower Manhattan, New York, NY",0.4157
34013007501,"North Ironbound, Newark, NJ",0.4152
34013008000,"Central Business District, Newark, NJ",0.4151
36005014100,"Bronx County, NY",0.4144
36047091600,"Kings County, NY",0.4139
34039035800,"Rahway, NJ",0.4133
36081044302,"Queens County, NY",0.4126
36047025902,"Kings County, NY",0.4124
36119001301,"Park Hill, Yonkers, NY",0.4123
36061024200,"East Harlem, New York, NY",0.4123
36047026700,"Kings County, NY",0.4116
36047044900,"Kings County, NY",0.4114
36047098200,"Kings County, NY",0.4113
34013015600,"Bloomfield, NJ",0.4113
36047057200,"Kings County, NY",0.4112
34039031700,"Elizabeth, NJ",0.411
34013005300,"Upper Clinton Hill, Newark, NJ",0.4109
36005019500,"Bronx County, NY",0.4107
34013011300,"East Orange, NJ",0.4103
36059406802,"Hempstead, NY",0.4097
36061022600,"Harlem, New York, NY",0.4095
36005004800,"Bronx County, NY",0.4092
34003015300,"Englewood, NJ",0.4089
34013012800,"Irvington, NJ",0.4083
36047107800,"Kings County, NY",0.4082
36005002701,"Bronx County, NY",0.4078
36005006300,"Bronx County, NY",0.4072
34013018600,"City of Orange, NJ",0.4068
34013009500,"Forest Hill, Newark, NJ",0.4066
36047038100,"Kings County, NY",0.4064
36059414400,"Freeport, NY",0.4063
36047001500,"Kings County, NY",0.4062
36047092000,"Kings County, NY",0.4053
36061021303,"Upper Manhattan, New York, NY",0.4051
36047025100,"Kings County, NY",0.4044
36061020102,"Harlem, New York, NY",0.4034
36005023704,"Bronx County, NY",0.4031
36061025700,"Harlem, New York, NY",0.403
36061022000,"Harlem, New York, NY",0.4028
34017004200,"West Side, North Bergen, NJ",0.4025
34013018900,"City of Orange, NJ",0.4025
36081025800,"Queens County, NY",0.4023
36005028300,"Bronx County, NY",0.4017
36005021502,"Bronx County, NY",0.4007
34013000700,"Lower Roseville, Newark, NJ",0.4007
36081019800,"Queens County, NY",0.4005
34013010400,"East Orange, NJ",0.4002
36085030302,"Richmond County, NY",0.4001
36005021100,"Bronx County, NY",0.3998
34013011600,"East Orange, NJ",0.3993
36047029100,"Kings County, NY",0.3991
36061023000,"Harlem, New York, NY",0.3982
36061022700,"Harlem, New York, NY",0.3982
36047049300,"Kings County, NY",0.3979
34031182700,"Paterson, NJ",0.3979
36005024300,"Bronx County, NY",0.3977
36085009700,"Richmond County, NY",0.3976
36005015500,"Bronx County, NY",0.3975
34013002300,"Lower Vailsburg, Newark, NJ",0.397
36005022901,"Bronx County, NY",0.397
36119000201,"Ludlow, Yonkers, NY",0.397
36005004100,"Bronx County, NY",0.3966
34013010700,"East Orange, NJ",0.3965
36005038500,"Bronx County, NY",0.3964
36005037300,"Bronx County, NY",0.396
34003054400,"Teaneck, NJ",0.396
36005015300,"Bronx County, NY",0.3957
36047036502,"Kings County, NY",0.3955
36119003700,"North Side, Mount Vernon, NY",0.3955
34013009900,"East Orange, NJ",0.395
36047026500,"Kings County, NY",0.3949
34013019000,"South Orange, NJ",0.3949
36081055800,"Queens County, NY",0.3948
36005040800,"Bronx County, NY",0.3947
36047028700,"Kings County, NY",0.3943
36061020901,"Harlem, New York, NY",0.394
34023002301,"Colonia, Woodbridge Township, NJ",0.3939
36047113400,"Kings County, NY",0.3939
34013012600,"Irvington, NJ",0.3938
36047032800,"Kings County, NY",0.3934
36047024300,"Kings County, NY",0.3931
36081027800,"Queens County, NY",0.3929
36005024502,"Bronx County, NY",0.3924
36005008400,"Bronx County, NY",0.3922
36047027500,"Kings County, NY",0.3921
36047050500,"Kings County, NY",0.3917
36047109800,"Kings County, NY",0.3915
36005013500,"Bronx County, NY",0.3915
36005009200,"Bronx County, NY",0.3913
36085004000,"Richmond County, NY",0.3912
34031175701,"Passaic, NJ",0.3908
34039031802,"Elizabeth, NJ",0.3905
36005006900,"Bronx County, NY",0.3904
34013004600,"Weequahic, Newark, NJ",0.3904
34039031601,"Elizabeth, NJ",0.3903
36061024301,"Upper Manhattan, New York, NY",0.3901
36047040500,"Kings County, NY",0.39
36047022100,"Kings County, NY",0.39
36005012300,"Bronx County, NY",0.3898
36081103201,"Queens County, NY",0.3896
36005036800,"Bronx County, NY",0.3896
36081084500,"Queens County, NY",0.3891
36047027700,"Kings County, NY",0.389
36005006200,"Bronx County, NY",0.3888
36005035900,"Bronx County, NY",0.3886
36059404902,"Elmont, NY",0.3886
36047049400,"Kings County, NY",0.3885
36061009300,"Midtown, New York, NY",0.3882
36047026900,"Kings County, NY",0.3875
36047038500,"Kings County, NY",0.387
36047037900,"Kings County, NY",0.3869
36081019600,"Queens County, NY",0.3869
36061018700,"Bloomingdale, New York, NY",0.3868
36047032600,"Kings County, NY",0.3866
34031183000,"Paterson, NJ",0.3866
34013010500,"East Orange, NJ",0.3856
36119002900,"South Side, Mount Vernon, NY",0.3856
36061024302,"Upper Manhattan, New York, NY",0.3853
36061020000,"Upper Manhattan, New York, NY",0.3851
34031175302,"Passaic, NJ",0.385
36005015700,"Bronx County, NY",0.3849
36005042500,"Bronx County, NY",0.3846
36061021400,"Upper Manhattan, New York, NY",0.3845
36047002901,"Kings County, NY",0.3833
36047028502,"Kings County, NY",0.3828
36061021900,"Harlem, New York, NY",0.3826
36081097202,"Queens County, NY",0.3823
36047111000,"Kings County, NY",0.3821
36047007100,"Kings County, NY",0.382
36047110400,"Kings County, NY",0.3818
36047028300,"Kings County, NY",0.3815
36005009000,"Bronx County, NY",0.3814
36081103202,"Queens County, NY",0.3814
36047119600,"Kings County, NY",0.3813
36059414201,"Freeport, NY",0.3811
36005028900,"Bronx County, NY",0.3811
34039033500,"Union, NJ",0.3811
36085007700,"Richmond County, NY",0.3809
34023003600,"Carteret, NJ",0.3807
36047016300,"Kings County, NY",0.3806
36061021800,"Upper Manhattan, New York, NY",0.3805
36005015100,"Bronx County, NY",0.3805
36061018800,"Upper Manhattan, New York, NY",0.3801
36005006700,"Bronx County, NY",0.38
36047116600,"Kings County, NY",0.3791
36005025100,"Bronx County, NY",0.3791
36081018000,"Queens County, NY",0.3787
36005034000,"Bronx County, NY",0.3785
34013005200,"Upper Clinton Hill, Newark, NJ",0.3783
36005020900,"Bronx County, NY",0.3779
36081036800,"Queens County, NY",0.3777
36047118202,"Kings County, NY",0.377
36047030700,"Kings County, NY",0.377
34039039100,"Plainfield, NJ",0.3767
36061020800,"Harlem, New York, NY",0.3765
34039032300,"Hillside, NJ",0.3764
34013012900,"Irvington, NJ",0.3762
36061019400,"East Harlem, New York, NY",0.376
36005024100,"Bronx County, NY",0.3756
36047013900,"Kings County, NY",0.3756
34035052002,"North Plainfield, NJ",0.3755
36061018200,"East Harlem, New York, NY",0.3755
36081027000,"Queens County, NY",0.3754
36081002500,"Queens County, NY",0.375
36047028100,"Kings County, NY",0.375
36047041700,"Kings County, NY",0.3749
36005040501,"Bronx County, NY",0.3748
34013012000,"Irvington, NJ",0.3744
36047027900,"Kings County, NY",0.3744
36085031902,"Richmond County, NY",0.3744
36005018500,"Bronx County, NY",0.3743
36047039700,"Kings County, NY",0.3735
36005020100,"Bronx County, NY",0.3734
36047036900,"Kings County, NY",0.3731
34039030600,"Elizabeth, NJ",0.3731
36061021500,"Harlem, New York, NY",0.373
36061024100,"Upper Manhattan, New York, NY",0.3728
36005024501,"Bronx County, NY",0.3726
36047043500,"Kings County, NY",0.3724
36005036501,"Bronx County, NY",0.3724
36047040100,"Kings County, NY",0.3719
36005004200,"Bronx County, NY",0.3717
36085023900,"Richmond County, NY",0.3716
36059407900,"East Meadow, NY",0.3713
36047074800,"Kings County, NY",0.3707
36119003500,"North Side, Mount Vernon, NY",0.3705
36061021600,"Harlem, New York, NY",0.3699
36005021301,"Bronx County, NY",0.3687
36005004400,"Bronx County, NY",0.3686
36005006100,"Bronx County, NY",0.3678
34013022900,"University Heights, Newark, NJ",0.3678
36059414001,"Roosevelt, NY",0.3676
36047029500,"Kings County, NY",0.3674
36085017300,"Richmond County, NY",0.367
36005018301,"Bronx County, NY",0.3668
36081101001,"Queens County, NY",0.3665
36081054800,"Queens County, NY",0.3663
34039037602,"Springfield Township, NJ",0.3659
36005023301,"Bronx County, NY",0.3658
36119006400,"New Rochelle, NY",0.3657
36047027100,"Kings County, NY",0.3657
36005007600,"Bronx County, NY",0.3655
34013002100,"Upper Vailsburg, Newark, NJ",0.3654
36047026100,"Kings County, NY",0.3653
36005040400,"Bronx County, NY",0.3653
36005018302,"Bronx County, NY",0.3649
36047111800,"Kings County, NY",0.3648
36005045800,"Bronx County, NY",0.3647
36061019200,"East Harlem, New York, NY",0.3647
36061015400,"Upper East Side, New York, NY",0.3647
36085013301,"Richmond County, NY",0.3641
36059406900,"Hempstead, NY",0.3638
36047095800,"Kings County, NY",0.3634
36081022001,"Queens County, NY",0.3633
36047041500,"Kings County, NY",0.3632
36047037100,"Kings County, NY",0.363
36047114400,"Kings County, NY",0.3629
34017005900,"Greenville, Jersey City, NJ",0.3628
36005000200,"Bronx County, NY",0.3624
36081020800,"Queens County, NY",0.3621
36005021200,"Bronx County, NY",0.3621
36081040100,"Queens County, NY",0.3621
36047110600,"Kings County, NY",0.362
36059412400,"Rockville Centre, NY",0.362
34039039200,"Plainfield, NJ",0.3618
36047031500,"Kings County, NY",0.3618
36005005300,"Bronx County, NY",0.3617
36005041900,"Bronx County, NY",0.3615
36047092400,"Kings County, NY",0.3614
36005016100,"Bronx County, NY",0.3609
34003054300,"Teaneck, NJ",0.3609
34003023100,"Hackensack, NJ",0.3607
34013013000,"Irvington, NJ",0.3598
36005003800,"Bronx County, NY",0.3597
36059406801,"Hempstead, NY",0.3596
34013000800,"Lower Roseville, Newark, NJ",0.3595
36047031300,"Kings County, NY",0.3595
34031180202,"Paterson, NJ",0.3592
36085008100,"Richmond County, NY",0.3588
36047030300,"Kings County, NY",0.3587
36047072400,"Kings County, NY",0.3579
36005009300,"Bronx County, NY",0.3576
34013010600,"East Orange, NJ",0.3574
36061021200,"Upper Manhattan, New York, NY",0.3574
36047112600,"Kings County, NY",0.3572
34023000502,"Piscataway Township, NJ",0.3571
36047102400,"Kings County, NY",0.357
36005025500,"Bronx County, NY",0.3563
36047118201,"Kings County, NY",0.3563
36081099200,"Queens County, NY",0.356
36047039900,"Kings County, NY",0.3559
36047068200,"Kings County, NY",0.3559
36047024700,"Kings County, NY",0.3556
36061024500,"Upper Manhattan, New York, NY",0.3553
36047043900,"Kings County, NY",0.3552
36061030900,"West Bronx, New York, NY",0.3551
34017011600,"Constable Hook, Bayonne, NJ",0.355
36047025300,"Kings County, NY",0.3548
36047090200,"Kings County, NY",0.3547
36081019400,"Queens County, NY",0.3542
36047019300,"Kings County, NY",0.3541
36085023100,"Richmond County, NY",0.3533
36047090000,"Kings County, NY",0.3523
36005023900,"Bronx County, NY",0.3519
36119003400,"South Side, Mount Vernon, NY",0.3514
36047018100,"Kings County, NY",0.3514
36081078800,"Queens County, NY",0.3513
36047089600,"Kings County, NY",0.3513
36005036901,"Bronx County, NY",0.3513
34003015400,"Englewood, NJ",0.3511
36085003300,"Richmond County, NY",0.351
36047031701,"Kings County, NY",0.3507
36081004200,"Queens County, NY",0.3505
36081028400,"Queens County, NY",0.3503
36047094402,"Kings County, NY",0.3501
36061028300,"Fort George, New York, NY",0.3499
36047022700,"Kings County, NY",0.3499
36047019100,"Kings County, NY",0.3494
36047038300,"Kings County, NY",0.3491
36047081600,"Kings County, NY",0.3491
36005014900,"Bronx County, NY",0.3489
36047035700,"Kings County, NY",0.3488
36005029600,"Bronx County, NY",0.3487
36005022701,"Bronx County, NY",0.3485
36005022702,"Bronx County, NY",0.3485
36047029900,"Kings County, NY",0.3485
36061001002,"Lower Manhattan, New York, NY",0.3484
36119003600,"North Side, Mount Vernon, NY",0.3483
34023001200,"Highland Park, NJ",0.3482
36081028000,"Queens County, NY",0.3477
36081028800,"Queens County, NY",0.3475
34023001100,"Highland Park, NJ",0.3469
36047039300,"Kings County, NY",0.3469
34039034100,"Roselle, NJ",0.3469
36081018401,"Queens County, NY",0.3469
36047034700,"Kings County, NY",0.3466
34039035700,"Rahway, NJ",0.3465
36005038900,"Bronx County, NY",0.3464
36047053400,"Kings County, NY",0.3456
36005040900,"Bronx County, NY",0.3453
34039038900,"Plainfield, NJ",0.3451
36081052200,"Queens County, NY",0.3451
36061021000,"East Harlem, New York, NY",0.3449
36061018400,"Upper Manhattan, New York, NY",0.3445
36061002201,"Lower Manhattan, New York, NY",0.3444
36047020500,"Kings County, NY",0.3441
36005016900,"Bronx County, NY",0.3439
34017005500,"Greenville, Jersey City, NJ",0.3435
36005020501,"Bronx County, NY",0.3433
36005044200,"Bronx County, NY",0.3431
36047112000,"Kings County, NY",0.3426
34013018200,"City of Orange, NJ",0.3426
36047032300,"Kings County, NY",0.3425
36047095400,"Kings County, NY",0.3422
34013011500,"East Orange, NJ",0.3419
36059413900,"Roosevelt, NY",0.3418
36081027200,"Queens County, NY",0.3418
36081018402,"Queens County, NY",0.3415
36059304202,"Westbury, NY",0.3413
36081020400,"Queens County, NY",0.3412
36081061602,"Queens County, NY",0.3412
36005024000,"Bronx County, NY",0.3409
36005026300,"Bronx County, NY",0.3408
34039034300,"Roselle, NJ",0.3405
34013012300,"Irvington, NJ",0.3405
36081015200,"Queens County, NY",0.3403
36005023100,"Bronx County, NY",0.34
34013012500,"Irvington, NJ",0.3397
36005039000,"Bronx County, NY",0.3395
36061006600,"Midtown, New York, NY",0.3393
36081087100,"Queens County, NY",0.3392
36085030301,"Richmond County, NY",0.3387
36059414100,"Freeport, NY",0.3387
36005022102,"Bronx County, NY",0.3386
36047030500,"Kings County, NY",0.3385
36047100800,"Kings County, NY",0.3383
36081019000,"Queens County, NY",0.338
36081020200,"Queens County, NY",0.3379
36061016600,"East Harlem, New York, NY",0.3377
36081050201,"Queens County, NY",0.3377
36005043100,"Bronx County, NY",0.3375
36047089200,"Kings County, NY",0.3368
36005040702,"Bronx County, NY",0.3365
